"x"
"COL6A1"
"SLC12A2"
"EPHA4"
"ENPP2"
"VCAM1"
"DAAM2"
"C5"
"EFNA5"
"PLPP3"
"SLIT2"
"CCN4"
"PPARG"
"DLC1"
"FYN"
"PTN"
"BMP5"
"DCN"
"LPAR1"
"FBN2"
"SEMA6D"
"LAMA2"
"CCBE1"
"ANGPT1"
"FGF5"
"FBLN1"
"TET1"
"NRP1"
"PRKCE"
"GRIA1"
"SRGAP3"
"KITLG"
"HDAC9"
"MEOX2"
"LDB2"
"ARRDC3"
"GRIN2A"
"TMEFF2"
"EGFR"
"SASH1"
"NTN1"
"PDGFRA"
"BMPER"
"ROBO2"
"IGFBP3"
"SMAD3"
"LAMA4"
"FGF10"
"HGF"
"CDH18"
"FILIP1"
"SIX1"
"ARID5B"
"MYH10"
"ERRFI1"
"SDC2"
"FMN2"
"CDHR3"
"GPC5"
"EDNRA"
