"logFC","logCPM","LR","PValue","FDR","gene","avg_log2FC"
0.95018915460666,8.96939664017856,14.0751375101405,0.000175650333948005,0.0132334133790804,"CEBPD",0.95018915460666
0.770524915315123,9.08853560824562,14.0681169052859,0.000176307231539472,0.0132334133790804,"RAI1",0.770524915315123
-0.781117421996874,8.99848475621408,13.9263654831252,0.000190112957152321,0.0141037286817652,"PDPK1",-0.781117421996874
0.922903024884419,8.99940431477502,13.8650135277347,0.000196421187311259,0.0144042204028257,"AKR1B1",0.922903024884419
0.649225027653293,9.98842926622778,13.8338199944842,0.000199708956802427,0.014478899368176,"DOCK4",0.649225027653293
-0.819306426337077,9.12808279093664,13.7815740374298,0.000205340314980345,0.0147199012311753,"SLC35D1",-0.819306426337077
0.770768395853479,9.04387126428189,13.7152283251844,0.000212722629940206,0.0149909807838016,"IPO8",0.770768395853479
-0.764592183779328,8.97094324587912,13.694322436825,0.000215103802489167,0.0149909807838016,"TSR1",-0.764592183779328
-0.759195846337688,8.97928008001914,13.6850293816959,0.000216170882775822,0.0149909807838016,"LRPAP1",-0.759195846337688
-0.728599842394322,9.1703311399414,13.6516388500853,0.000220049174087471,0.0150958465664308,"CERS6",-0.728599842394322
0.60787595026625,9.80634876557233,13.6039232929722,0.00022571331968643,0.0151033945790336,"GBE1",0.60787595026625
0.780422362302505,9.08241832640257,13.6038548809385,0.000225721545219347,0.0151033945790336,"USP46",0.780422362302505
0.758316223023042,9.08999843020086,13.5910943082106,0.00022726110965317,0.0151033945790336,"EIF4E",0.758316223023042
-0.636537501192559,9.31849242050053,13.3723886742576,0.000255355919962978,0.0166560821460059,"TMEM135",-0.636537501192559
0.750089590621228,9.1158189698403,13.3683200703528,0.000255910479965751,0.0166560821460059,"MAPK1IP1L",0.750089590621228
0.599734672826535,9.57829522486092,13.349754573135,0.000258456447093194,0.0166560821460059,"ELL2",0.599734672826535
-0.78206739679367,8.99356137508999,13.2435746105668,0.000273515816464015,0.0174503090904042,"HLTF",-0.78206739679367
